filename,processed_at
../storage/app/private/issues/SPARK/SPARK-5931.json,2025-11-12 00:48:36
../storage/app/private/issues/SPARK/SPARK-47897.json,2025-11-12 00:48:43
../storage/app/private/issues/SPARK/SPARK-46179.json,2025-11-12 00:50:13
../storage/app/private/issues/SPARK/SPARK-45365.json,2025-11-12 00:50:19
../storage/app/private/issues/SPARK/SPARK-5145.json,2025-11-12 00:50:29
../storage/app/private/issues/SPARK/SPARK-34178.json,2025-11-12 00:50:39
../storage/app/private/issues/SPARK/SPARK-12541.json,2025-11-12 00:50:54
../storage/app/private/issues/SPARK/SPARK-37649.json,2025-11-12 00:51:05
../storage/app/private/issues/SPARK/SPARK-46505.json,2025-11-12 00:51:13
../storage/app/private/issues/SPARK/SPARK-49568.json,2025-11-12 00:51:26
../storage/app/private/issues/SPARK/SPARK-24181.json,2025-11-12 00:51:34
../storage/app/private/issues/SPARK/SPARK-38936.json,2025-11-12 00:51:41
../storage/app/private/issues/SPARK/SPARK-51899.json,2025-11-12 00:51:44
../storage/app/private/issues/SPARK/SPARK-32739.json,2025-11-12 00:51:47
../storage/app/private/issues/SPARK/SPARK-33360.json,2025-11-12 00:51:53
../storage/app/private/issues/SPARK/SPARK-8690.json,2025-11-12 00:52:07
../storage/app/private/issues/SPARK/SPARK-26153.json,2025-11-12 00:52:10
../storage/app/private/issues/SPARK/SPARK-13280.json,2025-11-12 00:52:13
../storage/app/private/issues/SPARK/SPARK-19958.json,2025-11-12 00:52:15
../storage/app/private/issues/SPARK/SPARK-35781.json,2025-11-12 00:52:17
../storage/app/private/issues/SPARK/SPARK-34324.json,2025-11-12 00:52:19
../storage/app/private/issues/SPARK/SPARK-23378.json,2025-11-12 00:52:25
../storage/app/private/issues/SPARK/SPARK-45837.json,2025-11-12 00:52:31
../storage/app/private/issues/SPARK/SPARK-7257.json,2025-11-12 00:52:33
../storage/app/private/issues/SPARK/SPARK-27241.json,2025-11-12 00:52:41
../storage/app/private/issues/SPARK/SPARK-10802.json,2025-11-12 00:53:18
../storage/app/private/issues/SPARK/SPARK-41337.json,2025-11-12 00:53:20
../storage/app/private/issues/SPARK/SPARK-25243.json,2025-11-12 00:54:32
